"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr17",42081809,42081955,2.065e-25,6,9.816e-27,2.398e-23
"chr15",49170065,49170244,1.862e-23,5,1.021e-29,2.033e-26
"chr1",24645801,24646392,1.199e-31,11,2.248e-43,1.357e-40
"chr19",11909182,11909408,2.528e-22,7,7.437e-17,1.752e-13
"chr17",81052621,81052836,2.499e-22,6,3.087e-31,5.12e-28
"chr10",531097,531584,1.654e-08,7,1.692e-18,1.239e-15
"chr16",57831840,57832309,3.919e-13,5,2.093e-23,1.592e-20
"chr1",244213357,244213618,1.049e-09,5,1.025e-19,1.401e-16
"chr6",32023245,32023332,0,5,4.453e-41,1.825e-37
"chr3",196014710,196014846,4.693e-27,6,9.03e-23,2.368e-19
"chr17",4871193,4871376,1.432e-21,6,4.435e-19,8.643e-16
"chr17",79881467,79881543,5.269e-10,5,6.751e-12,3.168e-08
"chr8",122651485,122651575,2.125e-28,5,1.632e-29,6.467e-26
"chr3",158390509,158390821,2.042e-18,7,6.103e-30,6.976e-27
"chr22",39712955,39713086,4.868e-18,6,5.634e-19,1.534e-15
"chr17",74075091,74075336,1.868e-11,5,8.07e-23,1.175e-19
"chr2",44395748,44396058,3.054e-19,6,1.102e-25,1.267e-22
"chr11",19736149,19736333,2.683e-17,5,1.008e-27,1.954e-24
"chr6",31627082,31627313,3.131e-26,7,1.202e-28,1.856e-25
"chr11",108408906,108408981,3.811e-09,5,5.165e-11,2.456e-07
"chr6",32063393,32064258,9.573e-22,28,1.734e-35,7.15e-33
"chr13",31506684,31506837,1.226e-11,6,2.422e-13,5.646e-10
"chr22",24384104,24384400,2.638e-18,10,5.282e-22,6.363e-19
"chr3",147110228,147110378,3.492e-21,5,6.643e-26,1.579e-22
"chr2",236826206,236826485,1.737e-21,5,1.792e-29,2.29e-26
"chr6",31129328,31129466,0,5,8.887e-50,2.296e-46
"chr3",48632567,48632892,1.853e-19,8,7.365e-26,8.081e-23
"chr17",27045042,27045302,7.099e-18,6,2.01e-20,2.757e-17
"chr3",5024760,5024963,1.678e-32,5,5.363e-41,9.421e-38
"chr20",57583262,57583520,8.358e-24,7,1.483e-19,2.05e-16
"chr11",46366642,46367100,3.805e-11,7,5.552e-21,4.323e-18
"chr6",32935788,32936079,1.004e-23,9,5.426e-14,6.653e-11
"chr11",31837103,31837250,2.925e-18,5,4.759e-30,1.154e-26
"chr6",31164742,31164994,2.136e-15,10,1.914e-19,2.709e-16
"chr22",42296818,42296941,0,5,2.085e-50,6.044e-47
"chr20",5485244,5485294,0.0005751,5,4.739e-06,0.03323
"chr6",29580895,29581228,9.453e-32,7,1.569e-33,1.68e-30
"chr19",12817391,12817517,1.151e-37,5,8.827e-44,2.498e-40
"chr10",92631134,92631285,2.433e-25,5,1.872e-29,4.422e-26
"chr15",63674107,63674276,4.573e-27,5,6.424e-29,1.356e-25
"chr7",50861417,50862067,6.655e-33,18,1.619e-47,8.882e-45
"chr16",67977864,67978216,6.283e-23,5,1.822e-32,1.845e-29
"chr20",55904632,55904875,8.035e-12,5,2.472e-19,3.628e-16
"chr7",1095415,1095720,2.819e-15,6,2.105e-19,2.462e-16
"chr6",32812220,32812571,6.322e-30,10,1.062e-43,1.079e-40
"chr6",31671158,31671271,1.086e-17,5,5.372e-23,1.695e-19
"chr6",149805994,149806339,3.978e-10,7,1.371e-19,1.417e-16
"chr6",146919931,146920295,7.299e-20,8,3.995e-29,3.914e-26
"chr6",32037096,32037426,2.593e-29,7,8.845e-43,9.558e-40
"chr5",74162770,74162924,1.752e-17,5,4.782e-20,1.107e-16
"chr1",161008296,161008826,4.541e-17,8,4.219e-32,2.839e-29
"chr17",6658705,6659199,6.064e-24,7,1.155e-25,8.341e-23
"chr8",48675646,48676092,7.034e-10,7,3.009e-20,2.406e-17
"chr11",10715444,10715767,9.833e-26,5,2.314e-36,2.555e-33
"chr13",51417685,51418092,6.062e-24,9,8.539e-27,7.482e-24
"chr3",42201313,42201649,3.189e-09,5,2.979e-17,3.161e-14
"chr4",4860430,4860655,1.863e-18,8,7.593e-27,1.203e-23
"chr2",51259692,51260003,3.394e-09,6,2.052e-17,2.353e-14
"chr15",85143774,85144228,5.59e-26,6,1.511e-28,1.187e-25
"chr6",33091566,33091841,2.679e-09,5,4.848e-17,6.287e-14
"chr1",901684,901892,1.083e-23,5,7.474e-29,1.281e-25
"chr1",113265409,113265883,6.229e-17,7,4.582e-28,3.447e-25
"chr17",79304497,79304683,2.22e-32,6,4.645e-31,8.906e-28
"chr6",31696062,31696519,0,17,1.45e-48,1.132e-45
"chr6",31587679,31587990,1.752e-26,12,9.413e-31,1.079e-27
"chr8",108510095,108510343,4.221e-11,5,1.357e-18,1.952e-15
"chr11",3186791,3186977,1.006e-12,5,7.498e-22,1.437e-18
"chr7",156741513,156741808,1.882e-05,5,2.051e-11,2.479e-08
"chr2",127413362,127413530,5.762e-13,5,6.778e-18,1.439e-14
"chr12",110211320,110211413,3.583e-19,5,2.171e-20,8.324e-17
"chr8",22735110,22735478,2.56e-15,5,2.549e-24,2.47e-21
"chr11",76380920,76381236,1.904e-25,8,1.937e-28,2.186e-25
"chr10",133273799,133274319,6.211e-34,8,5.079e-50,3.483e-47
"chr2",85811291,85811662,2.822e-12,5,1.261e-19,1.212e-16
"chr2",74685458,74685602,7.928e-31,7,6.304e-26,1.561e-22
"chr3",113160182,113160637,4.597e-12,8,4.065e-19,3.186e-16
"chr15",93616893,93617168,1.664e-34,12,1.336e-36,1.732e-33
"chr8",99306715,99306953,1.843e-20,6,5.174e-28,7.752e-25
"chr6",33281711,33282175,9.076e-23,10,1.054e-28,8.101e-26
"chr19",19373565,19373755,2.869e-16,5,3.214e-26,6.033e-23
"chr11",7110073,7110196,1.461e-07,5,4.746e-10,1.376e-06
"chr11",705691,706070,3.548e-13,5,2.143e-25,2.017e-22
"chr4",165878036,165878136,9.058e-09,5,2.573e-10,9.175e-07
"chr22",24890689,24890833,4.129e-14,7,6.211e-19,1.538e-15
"chr20",62168669,62168878,4.494e-22,7,2e-19,3.413e-16
"chr6",31838412,31838774,1.429e-35,11,3.553e-36,3.5e-33
"chr6",151560830,151561236,1.613e-21,9,2.665e-30,2.341e-27
"chr5",19988591,19988848,6.09e-12,8,5.473e-19,7.594e-16
"chr16",89033691,89034099,4.365e-08,5,3.982e-19,3.48e-16
"chr6",28834403,28834520,2.932e-24,6,8.579e-29,2.615e-25
