"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr6",146864351,146864529,7.713e-06,7,5.744e-11,1.151e-07
"chr17",37764152,37764293,2.338e-06,6,1.552e-09,3.926e-06
"chr11",2019605,2019798,4.068e-05,5,3.501e-07,0.0006466
"chr6",32116840,32116963,1.025e-05,8,3.734e-08,0.0001082
"chr17",36981594,36981749,0.000108,5,9.359e-11,2.153e-07
"chr8",122651485,122651575,1.177e-06,5,9.059e-10,3.589e-06
"chr6",32145349,32146071,6.71e-07,22,4.29e-18,2.119e-15
"chr6",133562266,133562336,8.964e-05,5,6.068e-08,0.0003091
"chr6",112408908,112409035,4.636e-10,5,4.081e-14,1.147e-10
"chr10",97802911,97803048,1.487e-06,7,9.313e-09,2.424e-05
"chr12",120740009,120740057,0.0006459,5,7.717e-07,0.005717
"chr7",151722535,151722628,1.133e-08,5,2.099e-12,8.05e-09
"chr4",331395,331517,6.486e-09,5,1.016e-12,2.97e-09
"chr18",12254364,12254473,7.377e-05,5,1.36e-10,4.449e-07
"chr6",33385235,33385440,3.353e-07,10,9.875e-12,1.718e-08
"chr13",48877590,48877719,4.575e-09,6,8.29e-14,2.293e-10
"chr20",36156470,36156580,3.04e-09,6,3.424e-13,1.11e-09
"chr6",160389791,160389851,0.0005174,5,5.934e-07,0.003521
"chr6",28956258,28956403,1.261e-05,9,2.152e-07,0.0005292
"chr2",217236629,217236827,1.022e-05,5,1.579e-12,2.843e-09
"chr6",30585058,30585191,2.135e-08,5,1.321e-11,3.541e-08
"chr17",43025158,43025343,4.818e-08,5,3.142e-14,6.056e-11
"chr11",72504856,72504909,3.623e-05,5,1.768e-08,0.000119
"chr17",1957606,1957866,0.000128,7,4.179e-10,5.732e-07
"chr6",28973317,28973483,8.756e-05,6,1.444e-09,3.103e-06
"chr3",196014744,196014846,1.487e-06,5,1.305e-09,4.562e-06
"chr20",24449703,24449865,3.236e-05,5,2.153e-08,4.74e-05
"chr2",74685464,74685602,3.798e-08,6,5.399e-12,1.395e-08
"chr10",90343165,90343220,1.8e-07,5,2.278e-10,1.477e-06
"chr19",36236335,36236496,6.033e-09,6,2.666e-13,5.904e-10
"chr11",64126339,64126461,1.538e-06,6,2.803e-09,8.194e-06
"chr6",30121842,30122051,4.591e-05,6,5.781e-11,9.864e-08
"chr6",30523349,30523449,6.114e-08,6,1.239e-11,4.418e-08
"chr15",86313833,86313941,8.964e-05,6,1.967e-07,0.0006494
"chr7",139168480,139168523,0.0002414,5,2.166e-07,0.001794
"chr11",15136344,15136505,0.000226,5,2.776e-10,6.149e-07
"chr14",106938288,106938509,3.623e-05,6,4.459e-10,7.195e-07
"chr1",39874993,39875069,9.83e-08,5,3.531e-11,1.657e-07
"chr6",30434207,30434421,0.0002653,5,1.017e-10,1.695e-07
