"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr17",27045042,27045302,4.223e-23,6,3.357e-25,4.604e-22
"chr11",2482222,2482594,3.91e-39,10,2.139e-69,2.05e-66
"chr13",48575573,48575927,5.628e-13,6,1.201e-24,1.21e-21
"chr17",46667586,46667812,8.88e-15,6,2.121e-19,3.346e-16
"chr1",41328136,41328420,1.309e-20,6,3.656e-39,4.591e-36
"chr12",81471648,81471884,8.178e-17,7,1.547e-28,2.337e-25
"chr6",112408819,112409052,2.691e-40,8,1.439e-30,2.203e-27
"chr6",28887741,28888029,1.978e-21,5,1.358e-39,1.682e-36
"chr6",29720314,29720635,1.769e-23,7,3.328e-27,3.698e-24
"chr20",62168669,62168878,2.737e-26,7,4.436e-22,7.569e-19
"chr22",17956452,17956641,3.077e-13,5,4.366e-20,8.238e-17
"chr19",58545121,58545333,1.036e-19,7,2.695e-30,4.532e-27
"chr19",46974971,46975180,6.885e-09,5,5.713e-14,9.756e-11
"chr6",33091566,33091870,2.268e-15,6,8.873e-18,1.041e-14
"chr16",81129996,81130375,8.362e-18,6,5.871e-36,5.524e-33
"chr6",33041217,33041583,4.261e-18,7,3.981e-32,3.879e-29
"chr2",158453758,158454243,2.485e-16,6,7.699e-31,5.661e-28
"chr6",125623413,125623573,1.1e-13,5,2.953e-18,6.581e-15
"chr6",29648160,29648452,1.747e-07,9,2.575e-10,3.145e-07
"chr19",11529946,11530065,1.644e-18,5,7.675e-25,2.3e-21
"chr10",116164597,116164955,2.406e-18,6,2.3e-28,2.291e-25
"chr6",28641621,28641757,1.399e-26,8,1.115e-27,2.925e-24
"chr3",196014710,196014846,1.268e-30,6,4.168e-25,1.093e-21
"chr11",3187361,3187939,0,17,2.751e-73,1.697e-70
"chr20",62693942,62694005,6.913e-17,6,2.838e-19,1.606e-15
"chr8",122651485,122651575,4.659e-32,5,1.075e-32,4.26e-29
"chr12",54393549,54393725,1.891e-21,6,1.287e-30,2.607e-27
"chr11",278393,278538,2.082e-41,6,1.647e-50,4.05e-47
"chr17",40274523,40274811,7.575e-34,7,6.254e-39,7.744e-36
"chr10",133273799,133274319,5.469e-34,8,6.631e-47,4.547e-44
"chr12",89748725,89749142,1.04e-20,7,5.295e-20,4.528e-17
"chr19",5913853,5914158,1.042e-37,5,2.395e-52,2.8e-49
"chr1",67218079,67218275,7.956e-26,5,4.906e-30,8.926e-27
"chr3",49459854,49460177,7.162e-21,8,7.026e-29,7.757e-26
"chr6",42928273,42928546,4.564e-30,12,1.373e-21,1.793e-18
"chr7",1596049,1596260,7.64e-19,5,7.689e-25,1.3e-21
"chr6",31409504,31409757,2.872e-19,7,1.857e-29,2.617e-26
"chr10",72362291,72362866,2.218e-21,9,2.816e-30,1.746e-27
"chr17",1957606,1958206,1.482e-30,15,1.674e-51,9.95e-49
"chr6",29796014,29796086,1.949e-25,5,3.05e-28,1.511e-24
"chr1",177140125,177140322,6.415e-25,5,4.318e-30,7.816e-27
"chr22",42296818,42296941,0,5,1.234e-49,3.578e-46
"chr3",111717681,111718245,3.58e-18,8,6.618e-32,4.185e-29
"chr7",2557151,2557466,1.053e-29,6,2.852e-44,3.229e-41
"chr19",49866778,49866963,9.388e-23,6,3.075e-24,5.927e-21
"chr6",32145349,32146232,2.196e-34,25,6.982e-66,2.82e-63
"chr15",83953708,83954150,3.872e-36,10,2.318e-29,1.87e-26
"chr17",29297379,29297604,1.589e-21,9,5.29e-27,8.384e-24
"chr6",31938860,31939322,1.804e-27,13,2.343e-42,1.809e-39
"chr19",41724897,41725332,1.029e-15,5,7.604e-27,6.234e-24
"chr10",102046457,102046768,1.443e-16,7,1.133e-28,1.299e-25
"chr6",33385235,33385582,1.837e-36,11,4.094e-44,4.207e-41
"chr19",23941206,23941575,1.011e-08,5,3.871e-18,3.741e-15
"chr3",187870862,187871034,1.097e-13,5,6.115e-20,1.268e-16
"chr3",121902441,121902622,5.277e-27,7,6.354e-21,1.252e-17
"chr22",30476088,30476525,2.468e-19,11,1.516e-26,1.237e-23
"chr22",24890689,24890833,5.312e-18,7,3.406e-23,8.435e-20
"chr11",62783360,62783573,2.748e-23,6,1.141e-32,1.91e-29
"chr17",46682307,46682413,3.871e-07,6,2.875e-09,9.671e-06
"chr17",7461259,7461775,1.646e-10,6,3.115e-28,2.153e-25
"chr6",32064145,32064218,2.187e-05,7,3.346e-06,0.01621
"chr6",29523785,29524117,6.91e-31,6,4.883e-52,5.245e-49
"chr7",16505408,16505664,2.472e-16,6,7.425e-20,1.034e-16
"chr19",33210497,33210851,5.673e-22,5,3.04e-36,3.063e-33
"chr4",8582100,8582300,1.414e-16,7,9.086e-18,1.62e-14
"chr6",76059449,76059773,4.322e-18,6,9.138e-33,1.006e-29
"chr4",89618981,89619085,1.482e-20,8,9.86e-23,3.381e-19
"chr15",27111387,27111604,4.761e-27,9,1.995e-23,3.278e-20
"chr5",140772181,140772681,4.981e-10,6,2.829e-27,2.018e-24
"chr12",129309116,129309376,2.373e-15,5,7.665e-22,1.051e-18
"chr20",57465438,57465535,1.652e-17,5,8.31e-18,3.055e-14
"chr6",136172686,136173085,1.451e-31,6,3.48e-36,3.11e-33
