"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr17",46608267,46608345,0.0001214,6,1.531e-07,0.0006998
"chr6",32064145,32064258,4.72e-07,10,1.417e-09,4.47e-06
"chr6",32163819,32164124,2.012e-08,9,1.006e-15,1.168e-12
"chr6",30523349,30523449,4.465e-08,6,1.148e-11,4.093e-08
"chr6",32862316,32862687,1.236e-11,15,3.18e-18,3.056e-15
"chr17",37764152,37764293,1.813e-06,6,1.513e-09,3.827e-06
"chr10",90343165,90343220,1.719e-07,5,2.118e-10,1.373e-06
"chr15",93616893,93617030,9.75e-07,6,2.317e-09,6.032e-06
"chr5",63257709,63257885,3.765e-05,5,1.081e-08,2.191e-05
"chr11",72504856,72504909,2.836e-05,5,1.67e-08,0.0001124
"chr5",140700515,140700662,8.512e-05,6,4e-07,0.0009698
"chr6",46138724,46138963,4.465e-08,8,3.083e-13,4.6e-10
"chr7",93520171,93520346,4.72e-07,8,3.061e-12,6.238e-09
"chr6",33267608,33267781,3.903e-07,9,4.766e-12,9.824e-09
"chr2",73114280,73114426,6.827e-07,6,1.394e-10,3.404e-07
"chr20",54967329,54967512,4.666e-06,5,1.461e-14,2.856e-11
"chr10",126150217,126150316,6.153e-07,5,9.775e-10,3.521e-06
"chr6",28834479,28834520,7.439e-06,5,3.15e-09,2.74e-05
"chr8",72756811,72756901,9.441e-05,5,9.605e-07,0.003799
"chr13",48877590,48877719,2.341e-09,6,7.797e-14,2.154e-10
"chr6",30180687,30180820,6.359e-07,6,1.023e-09,2.743e-06
"chr15",74421847,74421918,1.44e-05,5,7.426e-09,3.729e-05
"chr6",28304074,28304216,4.72e-07,7,6.43e-10,1.615e-06
"chr18",21718766,21718957,2.06e-05,7,8.183e-08,0.0001528
"chr12",76742284,76742363,2.07e-10,5,2.712e-14,1.223e-10
"chr11",44332789,44333131,3.412e-06,9,3.628e-10,3.783e-07
"chr11",31837103,31837250,4.72e-05,5,2.176e-10,5.28e-07
"chr14",106938288,106938509,2.964e-05,6,4.467e-10,7.207e-07
"chr11",28129652,28129805,8.574e-08,5,1.977e-10,4.608e-07
"chr6",133562266,133562336,7.574e-05,5,5.756e-08,0.0002932
"chr11",123986025,123986166,2.012e-08,8,2.51e-11,6.349e-08
"chr6",32064490,32064837,2.505e-07,16,2.971e-11,3.053e-08
"chr3",47324471,47324572,2.265e-07,5,1.073e-10,3.788e-07
"chr20",55841868,55841906,0.0006317,6,7.866e-07,0.007355
"chr14",50154982,50155118,6.153e-07,6,3.162e-09,8.291e-06
"chr4",4859934,4860026,8.078e-05,6,5.959e-07,0.002307
"chr6",32135284,32135384,4.924e-05,6,1.156e-07,0.0004121
"chr1",2458225,2458298,0.00039,5,9.557e-07,0.004658
