"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr2",54086853,54087343,9.466e-35,11,1.296e-55,9.435e-53
"chr16",84224563,84224901,1.678e-30,5,1.237e-49,1.305e-46
"chr1",179711858,179712204,1.111e-30,6,6.819e-39,7.028e-36
"chr1",161008296,161008826,6.272e-22,8,3.46e-40,2.328e-37
"chr12",106533666,106533903,5.692e-25,6,8.917e-32,1.342e-28
"chr6",33384178,33384537,1.053e-24,6,1.111e-47,1.104e-44
"chr7",94285269,94286793,9.584e-38,55,2.725e-79,6.376e-77
"chr20",5485244,5485294,2.625e-09,5,1.964e-11,1.401e-07
"chr1",68512649,68513063,1.633e-09,7,1.989e-21,1.713e-18
"chr10",531097,531584,3.368e-09,7,9.923e-20,7.266e-17
"chr6",31838412,31838774,7.456e-36,11,9.338e-45,9.199e-42
"chr10",92631134,92631285,1.721e-31,5,7.366e-36,1.74e-32
"chr20",37075184,37075286,6.234e-32,5,1.716e-32,5.999e-29
"chr10",70715577,70715883,1.679e-24,6,9.238e-45,1.077e-41
"chr6",32122735,32123034,9.368e-30,9,8.561e-44,1.021e-40
"chr10",133273799,133274319,2.152e-34,8,1.992e-56,1.366e-53
"chr2",73114255,73114426,4.503e-34,7,2.781e-39,5.8e-36
"chr11",27015518,27015991,3.698e-17,7,4.036e-31,3.043e-28
"chr6",29594829,29595506,1.236e-22,13,2.421e-38,1.275e-35
"chr17",49230755,49230881,3.525e-39,6,4.025e-38,1.139e-34
"chr6",31588426,31588874,3.52e-12,9,1.336e-23,1.064e-20
"chr7",1095415,1095720,2.394e-23,6,6.15e-29,7.19e-26
"chr15",34502417,34502580,1.019e-28,5,4.833e-33,1.057e-29
"chr13",48575573,48575927,3.311e-18,6,6.188e-38,6.234e-35
"chr22",42296818,42296941,0,5,2.238e-50,6.489e-47
"chr1",161171210,161171876,2.705e-17,7,8.149e-30,4.363e-27
"chr6",30139420,30139641,4.511e-37,8,1.223e-28,1.974e-25
"chr3",49170495,49170849,4.692e-17,6,2.485e-22,2.503e-19
"chr19",11909182,11909408,1.263e-28,7,1.075e-20,1.696e-17
"chr5",1394295,1394633,4.393e-17,5,5.997e-33,6.327e-30
"chr3",113160312,113160637,2.089e-27,7,4.293e-29,4.71e-26
"chr13",26625088,26625359,5.596e-24,6,6.292e-22,8.28e-19
"chr15",85143774,85144228,4.087e-31,6,2.056e-33,1.615e-30
"chr6",30689513,30689681,4.355e-28,5,1.357e-32,2.88e-29
"chr3",158390509,158390821,3.245e-22,7,9.097e-39,1.04e-35
"chr6",28891717,28892077,0,10,2.108e-50,2.088e-47
"chr19",18496755,18497064,7.152e-19,6,1.771e-28,2.043e-25
"chr7",130129945,130130753,3.844e-21,15,1.579e-40,6.97e-38
"chr11",2951167,2951353,4.618e-25,7,1.298e-28,2.489e-25
"chr19",44123911,44124298,1.48e-39,8,7.834e-49,7.218e-46
"chr6",31548106,31548437,3.003e-20,6,6.833e-27,7.362e-24
"chr2",72079275,72079609,1.39e-09,6,1.076e-22,1.148e-19
"chr7",152160884,152161197,1.175e-24,5,4.035e-32,4.597e-29
"chr12",26986863,26987065,5.462e-20,5,6.133e-27,1.083e-23
"chr6",33422867,33422995,8.141e-15,7,1.108e-13,3.087e-10
"chr5",140624868,140625130,2.679e-20,7,4.25e-24,5.785e-21
"chr2",131673770,131674201,1.161e-11,6,4.571e-19,3.782e-16
"chr3",148804977,148805294,4.169e-34,6,1.659e-53,1.867e-50
"chr4",110624696,110624915,1.262e-18,5,8.281e-35,1.348e-31
"chr5",170736131,170736389,2.578e-32,8,2.449e-24,3.385e-21
"chr17",65471302,65471507,1.404e-12,5,4.748e-21,8.259e-18
"chr6",32812220,32812571,9.48e-37,10,2.721e-52,2.764e-49
"chr6",28602542,28602938,9.238e-33,12,5.209e-47,4.691e-44
"chr11",842516,842622,6.788e-18,5,1.483e-25,4.988e-22
"chr1",244213357,244213618,5.332e-15,5,3.775e-27,5.158e-24
"chr17",7323539,7323730,0,5,2.712e-51,5.063e-48
"chr12",57984649,57984821,4.561e-33,5,1.334e-35,2.766e-32
"chr15",32933660,32934185,3.235e-24,7,6.213e-37,4.22e-34
"chr13",51417685,51418092,0,9,7.777e-54,6.814e-51
"chr19",2255418,2255496,0,5,2.314e-45,1.058e-41
"chr5",135364551,135364580,1.727e-32,5,1.535e-35,1.887e-31
"chr14",55907298,55907460,8.695e-13,6,1.554e-16,2.444e-13
"chr5",140864275,140864834,2.775e-21,8,2.901e-44,1.851e-41
"chr11",76380920,76381236,2.053e-33,8,3.694e-37,4.168e-34
"chr18",44236846,44237151,0,8,1.537e-49,1.797e-46
"chr7",50861417,50862067,6.324e-42,18,1.926e-58,1.057e-55
"chr17",1665118,1665303,1.521e-31,7,6.753e-34,1.302e-30
"chr2",7005727,7006004,2.368e-26,7,1.133e-36,1.458e-33
"chr6",28834403,28834520,4.091e-30,6,1.163e-35,3.545e-32
"chr6",30309482,30309718,0,8,8.472e-46,1.28e-42
"chr7",27225221,27225897,4.315e-27,15,1.002e-52,5.286e-50
"chr17",36981594,36981749,2.188e-22,5,2.348e-34,5.402e-31
"chr7",27260101,27260466,1.166e-17,5,1.084e-34,1.059e-31
"chr2",134785391,134785775,5.457e-16,5,4.778e-30,4.437e-27
"chr17",4510571,4510827,2.005e-18,5,3.44e-27,4.792e-24
"chr13",27335081,27335204,1.678e-30,5,6.729e-30,1.951e-26
"chr11",6341716,6341908,7.832e-26,6,4.667e-32,8.668e-29
"chr8",91803656,91803805,4.949e-23,5,4.189e-34,1.003e-30
"chr6",31940409,31940522,2.753e-40,5,9.731e-41,3.071e-37
"chr2",127963488,127963653,1.492e-25,5,4.436e-40,9.587e-37
"chr6",157931790,157932180,9.996e-19,6,8.354e-23,7.638e-20
"chr11",73357018,73357396,3.348e-31,8,5.876e-46,5.543e-43
"chr6",41747731,41747905,6.589e-29,6,1.203e-33,2.465e-30
"chr15",66994431,66994613,6.921e-17,6,2.391e-22,4.685e-19
"chr20",57583262,57583520,4.037e-24,7,4.755e-23,6.572e-20
