"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr11",32452369,32452839,2.442e-14,6,1.924e-25,1.46e-22
"chr10",134150450,134150760,2.426e-16,8,1.853e-20,2.131e-17
"chr8",72756811,72757004,1.388e-29,7,2.645e-32,4.888e-29
"chr17",9862751,9863081,2.259e-16,8,2.878e-25,3.11e-22
"chr15",81426346,81426669,7.008e-17,9,3.812e-23,4.209e-20
"chr16",19421816,19421979,1.65e-23,5,2.004e-27,4.383e-24
"chr4",8582100,8582300,1.104e-16,7,6.901e-18,1.23e-14
"chr17",48711901,48712219,5.031e-21,5,5.494e-32,6.161e-29
"chr1",115397373,115397616,2.213e-19,5,2.12e-25,3.111e-22
"chr1",2125048,2125243,0,7,1.194e-38,2.184e-35
"chr3",49236799,49236946,2.984e-14,6,3.001e-16,8.08e-13
"chr6",54711377,54711476,2.66e-21,5,3.272e-17,1.178e-13
"chr6",33395289,33395495,3.605e-23,6,7.648e-29,1.324e-25
"chr15",91427820,91428056,1.14e-07,5,1.078e-15,1.678e-12
"chr6",28834403,28834520,7.033e-28,6,7.699e-33,2.346e-29
"chr6",32063393,32064258,1.197e-37,28,4.18e-49,1.723e-46
"chr11",75141721,75141846,1.132e-17,5,3.357e-27,9.578e-24
"chr17",11501502,11501663,1.759e-27,7,5.176e-33,1.147e-29
"chr8",39172019,39172120,6.483e-13,6,7.773e-15,2.744e-11
"chr10",102732132,102732323,4.574e-34,6,4.548e-32,8.492e-29
"chr5",2537495,2537834,4.094e-07,6,2.434e-14,2.558e-11
"chr17",46651721,46651952,3.251e-36,7,1.994e-51,3.079e-48
"chr7",142494147,142494564,2.661e-11,7,3.243e-20,2.773e-17
"chr15",93616893,93617080,3.023e-33,8,6.599e-33,1.258e-29
"chr10",102893924,102894342,6.764e-13,6,2.412e-27,2.058e-24
"chr6",31590512,31590870,3.378e-39,10,2.039e-40,2.031e-37
"chr6",30585344,30585541,1.686e-33,6,3.944e-29,7.139e-26
"chr4",77356174,77356507,1.443e-18,5,2.336e-25,2.502e-22
"chr11",41481357,41481655,6.33e-17,5,3.047e-30,3.646e-27
"chr1",95285251,95285603,3.694e-16,6,1.714e-19,1.736e-16
"chr15",29213625,29213860,1.894e-14,5,2.975e-21,4.515e-18
"chr10",128994431,128994702,5.798e-25,5,7.263e-30,9.557e-27
"chr13",48877433,48877719,1.524e-36,8,4.133e-35,5.153e-32
"chr15",79298603,79298769,5.182e-38,6,3.226e-43,6.93e-40
"chr19",827714,827843,9.405e-19,5,3.57e-18,9.87e-15
"chr15",85143774,85144228,5.698e-29,6,5.602e-31,4.4e-28
"chr1",166958220,166958439,5.885e-37,7,2.632e-40,4.286e-37
"chr20",54967329,54967512,1.106e-21,5,5.698e-41,1.11e-37
"chr16",1583809,1584118,1.817e-10,6,5.658e-18,6.53e-15
"chr6",32064490,32065211,1.931e-33,26,2.095e-52,1.036e-49
"chr6",31545251,31545473,8.426e-31,5,2.911e-37,4.676e-34
"chr6",13924354,13924570,1.768e-12,5,7.881e-20,1.301e-16
"chr6",30688680,30688882,7.827e-24,6,1.134e-21,2.002e-18
"chr3",192445499,192445594,3.635e-26,6,3.174e-21,1.191e-17
"chr5",148758790,148759040,8.941e-36,5,3.032e-48,4.324e-45
"chr10",30724019,30724374,2.732e-15,5,3.626e-29,3.643e-26
"chr2",84743444,84743573,1.212e-18,5,3.532e-25,9.764e-22
"chr11",86383695,86383940,1.881e-27,7,1.138e-29,1.656e-26
"chr1",6526128,6526583,2.662e-15,7,1.101e-25,8.629e-23
"chr6",32115963,32116112,2.7e-21,6,1.839e-28,4.402e-25
"chr1",119532043,119532195,4.471e-19,6,1.442e-27,3.382e-24
"chr1",161171210,161171876,3.015e-17,7,2.019e-26,1.081e-23
"chr6",30227882,30228254,3.057e-39,14,8.304e-40,7.96e-37
"chr7",27225221,27225897,2.482e-24,15,5.538e-46,2.921e-43
"chr10",72201416,72201668,4.709e-18,6,2.347e-28,3.322e-25
"chr17",7323539,7323730,0,5,7.355e-51,1.373e-47
"chr11",2398326,2398505,8.588e-24,7,6.586e-28,1.312e-24
"chr5",121414136,121414425,1.436e-19,6,1.217e-32,1.502e-29
"chr6",32178016,32178298,3.61e-21,5,9.648e-32,1.22e-28
"chr10",77542301,77542585,2.825e-34,9,5.398e-37,6.778e-34
"chr3",47324471,47324572,1.288e-34,5,3.404e-35,1.202e-31
"chr12",76742179,76742603,3.462e-38,9,2.441e-42,2.053e-39
"chr10",13043877,13043986,5.467e-32,6,2.421e-25,7.921e-22
"chr11",368350,369192,2.101e-23,23,2.365e-45,1.002e-42
"chr18",14748197,14748439,2.148e-21,7,8.072e-24,1.189e-20
"chr6",31621140,31621418,1.156e-16,8,1.056e-21,1.355e-18
"chr3",49044373,49044551,4.332e-23,6,3.422e-30,6.855e-27
"chr13",51417685,51418092,2.889e-31,9,2.042e-30,1.789e-27
"chr8",55370406,55370579,4.843e-14,5,1.311e-23,2.703e-20
"chr16",85518791,85519308,4.574e-34,8,4.058e-39,2.799e-36
"chr13",37005451,37005582,8.47e-13,8,1.986e-10,5.407e-07
"chr20",30028205,30028292,3.844e-28,5,5.261e-30,2.157e-26
"chr6",33132610,33132727,1.122e-36,7,9.675e-30,2.949e-26
"chr6",32939136,32939317,3.326e-20,6,7.771e-23,1.531e-19
"chr5",134735543,134735701,1.983e-27,7,1.089e-27,2.458e-24
"chr6",32163729,32164160,1.947e-34,13,4.368e-46,3.614e-43
"chr11",2922634,2922852,4.35e-36,6,3.279e-36,5.364e-33
"chr7",27186992,27187560,2.469e-16,8,1.8e-37,1.13e-34
"chr1",3607096,3607425,1.42e-28,6,9.647e-36,1.046e-32
"chr17",46669454,46669781,6.687e-12,7,1.682e-23,1.835e-20
"chr1",93645672,93646016,1.846e-19,5,1.659e-31,1.72e-28
"chr6",117802587,117802786,2.335e-15,5,2.163e-21,3.876e-18
"chr6",32808503,32808918,2.727e-19,7,1.172e-29,1.007e-26
"chr20",1471883,1472419,6.989e-15,6,5.803e-27,3.861e-24
"chr17",46608267,46608570,0,9,2.547e-61,2.997e-58
"chr5",50678711,50678928,4.321e-24,6,2.804e-34,4.608e-31
"chr5",112824613,112824765,3.474e-13,5,6.081e-15,1.433e-11
"chr20",42142223,42143211,1.773e-28,25,7.364e-51,2.658e-48
"chr6",31778621,31778842,0,8,3.765e-59,6.076e-56
"chr6",29924201,29924471,5.818e-31,6,6.692e-29,8.839e-26
"chr22",26137737,26137997,4.997e-21,5,1.863e-37,2.555e-34
"chr10",118765173,118765335,5.791e-19,5,1.611e-25,3.545e-22
"chr11",65360122,65360509,3.605e-23,5,5.787e-38,5.333e-35
"chr17",46622453,46622715,7.161e-18,7,1.655e-21,2.252e-18
"chr13",111972885,111973143,1.689e-20,7,7.768e-29,1.074e-25
"chr11",31837103,31837250,4.447e-21,5,2.363e-33,5.733e-30
