"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr19",41724897,41725332,1.96e-17,5,7.79e-30,6.386e-27
"chr20",23015898,23015936,8.544e-20,5,3.438e-22,3.226e-18
"chr6",112408819,112409052,0,8,2.595e-32,3.972e-29
"chr1",175162346,175162553,1.636e-12,5,5.228e-19,9.006e-16
"chr5",138713896,138714339,2.331e-20,6,4.232e-37,3.406e-34
"chr6",29523785,29524117,4.676e-31,6,5.162e-52,5.545e-49
"chr3",42306384,42306737,2.262e-24,6,1.714e-30,1.732e-27
"chr2",85811291,85811662,1.435e-16,5,1.072e-25,1.031e-22
"chr6",30523071,30523449,7.542e-36,10,3.071e-44,2.897e-41
"chr5",140800423,140800629,4.186e-15,5,2.517e-24,4.358e-21
"chr22",30662798,30663041,2.64e-31,6,1.06e-43,1.555e-40
"chr3",52528954,52529524,1.984e-24,10,2.937e-39,1.837e-36
"chr6",28641621,28641757,3.737e-29,8,5.729e-30,1.502e-26
"chr6",30121773,30122213,3.386e-39,12,1.077e-60,8.73e-58
"chr17",57642627,57642763,1.101e-28,6,2.526e-25,6.623e-22
"chr14",96670861,96671169,2.348e-30,8,1.857e-42,2.15e-39
"chr13",74708037,74708194,1.893e-32,5,1.207e-34,2.741e-31
"chr17",27045042,27045302,6.318e-27,6,7.811e-29,1.071e-25
"chr10",72201416,72201668,8.852e-29,6,3.547e-39,5.02e-36
"chr13",26586253,26586713,5.729e-14,6,6.549e-26,5.077e-23
"chr11",3187361,3187939,0,17,2.258e-76,1.393e-73
"chr19",33210497,33210851,4.172e-22,5,3.154e-36,3.177e-33
"chr1",247802702,247803033,1.937e-11,6,1.833e-16,2.393e-13
"chr2",225266579,225266876,9.832e-27,7,8.855e-35,1.063e-31
"chr10",124578027,124578544,3.839e-09,5,2.022e-20,1.395e-17
"chr4",89618981,89619236,2.904e-23,9,1.022e-26,1.43e-23
"chr1",53067636,53067965,1.838e-20,5,7.863e-21,8.522e-18
"chr17",36981594,36981749,3.073e-22,5,8.055e-34,1.853e-30
"chr7",1250181,1250500,2.601e-21,6,4.645e-27,5.193e-24
"chr6",31548106,31548437,4.465e-20,6,1.835e-26,1.977e-23
"chr6",138893613,138893718,1.566e-27,6,8.172e-28,2.775e-24
"chr10",105156203,105156444,3.836e-25,6,9.19e-29,1.36e-25
"chr12",57940956,57941150,2.761e-27,6,3.348e-37,6.154e-34
"chr13",114107875,114108052,6.803e-39,7,2.297e-36,4.628e-33
"chr3",187870862,187871034,2.335e-14,5,9.655e-22,2.002e-18
"chr13",48575573,48575927,4.222e-18,6,3.255e-37,3.278e-34
"chr22",42296818,42296941,0,5,1.268e-49,3.675e-46
"chr7",48129796,48129992,7.868e-29,5,5.061e-41,9.207e-38
"chr3",112359487,112359652,7.197e-14,6,1.038e-19,2.243e-16
"chr22",26137737,26137997,1.023e-30,5,3.994e-46,5.478e-43
"chr1",109941042,109941201,1.225e-16,5,3.385e-21,7.593e-18
"chr5",146832181,146832518,8.553e-21,6,7.438e-29,7.871e-26
"chr19",11529946,11530065,1.567e-20,5,3.278e-27,9.824e-24
"chr4",8582100,8582300,5.774e-19,7,7.985e-20,1.424e-16
"chr17",46651721,46651952,1.824e-35,7,1.407e-50,2.172e-47
"chr3",13520762,13521250,3.16e-28,9,3.88e-43,2.835e-40
"chr22",21986959,21987190,1.622e-30,8,1.884e-35,2.908e-32
"chr11",71955298,71955439,1.912e-24,5,1.349e-27,3.413e-24
"chr12",110156244,110156459,3.17e-27,5,3.949e-30,6.549e-27
"chr6",29796014,29796086,3.79e-28,5,6.336e-31,3.138e-27
"chr14",101530342,101530856,2.183e-29,6,2.488e-64,1.726e-61
"chr20",43729807,43730072,4.897e-28,7,3.679e-34,4.951e-31
"chr13",50702674,50703026,5.472e-15,6,1.04e-32,1.054e-29
"chr14",55907298,55907460,1.113e-12,6,2.849e-16,7.332e-13
"chr18",22006315,22006496,3.887e-27,5,9.524e-38,1.876e-34
"chr10",49893335,49893549,1.458e-31,7,4.083e-31,6.803e-28
"chr6",30070011,30070109,2.2e-18,6,7.442e-15,2.707e-11
"chr11",2422519,2422730,1.434e-34,10,6.585e-25,1.113e-21
"chr6",3848789,3849818,1.284e-32,30,4.177e-57,1.447e-54
"chr19",55887798,55888150,1.024e-24,6,5.57e-37,5.642e-34
"chr7",149569882,149570183,1.038e-25,9,1.435e-30,1.7e-27
"chr10",45719750,45720134,8.44e-14,5,4.113e-29,3.819e-26
"chr7",99775421,99775558,5.623e-27,7,2.573e-25,6.697e-22
"chr6",29894939,29895187,3.798e-23,7,7.943e-15,1.149e-11
"chr16",1583809,1584118,3.335e-11,6,1.278e-19,1.475e-16
"chr7",1596049,1596260,1.212e-21,5,2.399e-27,4.055e-24
"chr19",59070390,59070579,4.162e-26,5,3.307e-32,6.24e-29
"chr17",1957606,1958206,5.218e-34,15,2.903e-56,1.725e-53
"chr2",27665016,27665711,2.543e-14,11,1.339e-26,6.868e-24
"chr7",101005831,101006058,3.527e-20,6,2.789e-30,4.382e-27
"chr21",43198282,43198627,3.921e-17,5,6.004e-24,6.206e-21
"chr6",30585022,30585191,2.018e-39,6,8.51e-43,1.796e-39
"chr1",67218079,67218275,2.999e-28,5,1.671e-32,3.04e-29
"chr17",6899296,6899577,6.579e-17,8,5.511e-22,6.993e-19
"chr6",32942062,32942808,1.588e-19,9,1.192e-35,5.699e-33
"chr19",50861773,50862121,1.709e-08,5,3.062e-19,3.138e-16
"chr3",49459854,49460177,2.49e-21,8,1.273e-30,1.405e-27
"chr17",78865086,78865755,5.718e-11,7,1.655e-26,8.82e-24
"chr6",351115,351402,9.393e-31,5,4.147e-48,5.152e-45
"chr10",133273799,133274319,3.766e-34,8,3.435e-55,2.356e-52
