"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr8",128747972,128748155,6.73e-10,6,2.965e-14,5.776e-11
"chr3",122296368,122296505,5.779e-08,5,1.692e-10,4.404e-07
"chr1",160370252,160370427,4.783e-07,5,2.986e-10,6.084e-07
"chr12",115136174,115136298,3.992e-06,6,2.618e-09,7.529e-06
"chr2",85581504,85581697,2.634e-06,5,2.569e-12,4.746e-09
"chr5",95768996,95769079,6.743e-05,5,1.449e-07,0.0006225
"chr6",31122336,31122462,5.115e-06,7,3.748e-07,0.00106
"chr13",111267789,111267856,3.629e-05,5,2.198e-08,0.000117
"chr11",15136344,15136505,0.0001776,5,2.386e-10,5.285e-07
"chr20",44509721,44509818,8.015e-10,5,4.063e-13,1.493e-09
"chr12",115134949,115135076,4.678e-08,9,1.748e-10,4.908e-07
"chr6",31938983,31939112,1.291e-05,5,2.745e-08,7.587e-05
"chr19",15375351,15375450,0.0002043,5,5.74e-07,0.002065
"chr22",43506305,43506591,1.34e-09,12,1.223e-14,1.523e-11
"chr7",150755416,150755542,1.341e-07,5,1.716e-10,4.856e-07
"chr20",13201192,13201353,0.0003239,6,6.291e-10,1.394e-06
"chr6",32064490,32064837,1.879e-07,16,2.187e-11,2.247e-08
"chr6",133562266,133562336,6.885e-05,5,5.38e-08,0.000274
"chr7",93520171,93520346,3.83e-07,8,2.397e-12,4.884e-09
"chr5",76114521,76114684,1.969e-08,5,4.272e-13,9.346e-10
"chr6",33161275,33161336,0.00025,5,5.967e-07,0.003482
"chr5",159435960,159436125,1.341e-07,5,1.571e-13,3.395e-10
"chr19",38747233,38747378,5.508e-06,6,1.786e-09,4.392e-06
"chr14",85996259,85996393,1.291e-05,6,5.061e-09,1.347e-05
"chr11",108092963,108093109,2.447e-06,5,5.948e-13,1.453e-09
"chr6",32135284,32135384,4.686e-05,6,1.055e-07,0.0003762
"chr11",2907060,2907127,4.339e-08,6,3.894e-12,2.072e-08
"chr6",32064145,32064218,8.449e-05,7,1.662e-06,0.008084
"chr1",50489566,50489719,0.0001007,6,4.197e-08,9.781e-05
"chr4",113739248,113739379,4.093e-05,5,3.626e-08,9.871e-05
"chr11",31837103,31837250,4.686e-05,5,1.855e-10,4.501e-07
"chr17",46608267,46608345,0.0001013,6,1.417e-07,0.0006478
"chr7",143599212,143599409,1.547e-06,5,3.854e-10,6.976e-07
"chr7",45961400,45961473,7.703e-05,5,5.19e-07,0.002532
"chr5",112043104,112043194,1.34e-09,7,2.59e-13,1.026e-09
"chr11",28129652,28129805,5.835e-08,5,1.706e-10,3.977e-07
"chr11",2019605,2019798,3.229e-05,5,3.059e-07,0.0005651
"chr17",18162180,18162372,4.156e-05,6,9.608e-12,1.784e-08
"chr8",72756811,72756901,8.328e-05,5,9.03e-07,0.003571
"chr11",130184746,130184822,6.069e-06,7,3.651e-09,1.713e-05
"chr11",8285508,8285614,3.58e-06,5,4.628e-09,1.557e-05
"chr11",105893047,105893221,4.705e-07,5,4.395e-13,9.008e-10
"chr6",33160066,33160250,9.021e-05,5,7.854e-08,0.0001522
"chr1",32827706,32827840,7.994e-05,6,8.818e-11,2.347e-07
"chr6",31744544,31744831,3.176e-05,6,2.973e-11,3.695e-08
"chr6",33281767,33281972,2.447e-06,6,5.118e-14,8.903e-11
"chr6",32163819,32164124,1.638e-08,9,7.208e-16,7.788e-13
"chr20",44600908,44600978,6.73e-10,6,1.321e-14,6.73e-11
"chr6",33168278,33168462,8.451e-08,6,3.803e-11,7.37e-08
"chr4",174451393,174451460,1.886e-06,7,5.152e-10,2.742e-06
"chr6",143998951,143999105,7.465e-05,6,2.442e-10,5.655e-07
"chr7",94537804,94537893,4.005e-09,5,2.643e-09,1.059e-05
"chr4",4859934,4860026,7.262e-05,6,5.558e-07,0.002152
"chr6",4021362,4021498,2.288e-07,5,2.317e-11,6.076e-08
