"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr1",24645801,24646205,8.379e-14,10,3.266e-21,2.883e-18
"chr15",66994541,66994613,2.879e-05,5,8.024e-08,0.0003974
"chr6",41747731,41747801,3.091e-11,5,1.491e-14,7.579e-11
"chr11",6341841,6341908,4.945e-08,5,6.491e-11,3.455e-07
"chr18",44236846,44237087,2.909e-06,6,2.907e-10,4.302e-07
"chr22",32341327,32341446,5.736e-13,5,1.544e-15,4.658e-12
"chr11",67007583,67007855,2.672e-11,8,2.554e-20,3.348e-17
"chr6",31838412,31838724,7.625e-07,9,2.442e-11,2.791e-08
"chr19",57989026,57989182,5.354e-13,5,3.059e-15,7.106e-12
"chr5",71014760,71014918,3.239e-09,6,3.89e-10,8.779e-07
"chr6",29581053,29581182,1.567e-06,5,1.132e-08,3.129e-05
"chr19",19373565,19373755,2.441e-05,5,4.254e-11,7.985e-08
"chr10",128994431,128994702,2.132e-10,5,7.704e-16,1.023e-12
"chr12",57984649,57984821,1.097e-11,5,6.852e-15,1.427e-11
"chr6",28602542,28602938,1.429e-09,12,1.478e-16,1e-13
"chr4",4860430,4860617,9.194e-06,7,4.804e-10,9.161e-07
"chr10",92631134,92631285,2.962e-11,5,1.93e-14,4.562e-11
"chr6",28891717,28892077,1.804e-19,10,3.551e-24,3.517e-21
"chr20",37075184,37075286,6.039e-12,5,1.779e-14,6.21e-11
"chr12",54409206,54409336,9.498e-10,6,1.181e-12,3.24e-09
"chr15",93616893,93617146,9.169e-17,11,1.717e-18,2.42e-15
"chr6",32134853,32135396,1.757e-09,17,1.32e-16,7.294e-14
"chr1",165513252,165513361,2.992e-06,5,2.194e-08,7.176e-05
"chr20",62168726,62168831,2.077e-07,5,1.342e-09,4.558e-06
"chr10",5406889,5407020,9.515e-06,7,8.814e-08,0.0002399
"chr3",148804977,148805294,3.595e-07,6,3.516e-13,3.955e-10
"chr1",231155631,231155758,9.586e-10,6,1.198e-11,3.363e-08
"chr2",61372057,61372165,1.24e-08,5,1.653e-10,5.457e-07
"chr11",14994846,14995322,4.906e-12,11,3.404e-19,2.55e-16
"chr6",146919982,146920166,4.859e-06,6,4.27e-11,8.276e-08
"chr20",30135107,30135177,1.178e-05,6,2.988e-08,0.0001522
"chr4",103940853,103940950,6.357e-09,6,4.361e-11,1.603e-07
"chr6",31587792,31587990,2.183e-10,9,2.86e-14,5.159e-11
"chr4",110624696,110624915,1.567e-06,5,3.855e-15,6.327e-12
"chr8",117950334,117950504,1.543e-11,6,2.024e-13,4.246e-10
"chr5",66124491,66124603,8.198e-15,5,1.568e-16,3.535e-13
"chr6",32935842,32935917,1.568e-12,5,7.444e-11,3.539e-07
"chr6",31940409,31940522,1.373e-16,5,9.639e-20,3.042e-16
"chr13",61989596,61989770,1.581e-07,5,1.194e-12,2.448e-09
"chr1",44884095,44884264,2.431e-11,6,1.506e-14,3.186e-11
"chr11",2721350,2722086,4.24e-06,23,2.213e-16,1.076e-13
"chr11",31837103,31837250,3.225e-09,5,1.308e-16,2.693e-13
"chr1",177140125,177140322,1.152e-09,5,2.668e-13,4.831e-10
"chr6",32812220,32812571,3.929e-14,10,1.368e-24,1.39e-21
"chr4",183061829,183062004,2.218e-05,5,3.433e-10,6.995e-07
"chr4",124317778,124317966,1.983e-12,7,1.774e-12,3.364e-09
"chr11",73357094,73357194,5.99e-06,5,4.586e-08,0.0001635
"chr22",39713007,39713086,8.421e-05,5,1.534e-06,0.0069
"chr2",74685458,74685602,1.679e-15,7,8.714e-15,2.145e-11
"chr2",176046456,176046632,3.437e-13,5,1.945e-16,4.499e-13
"chr6",31627082,31627273,6.744e-08,6,2.992e-15,5.597e-12
"chr4",53578475,53578664,3.089e-07,5,1.321e-13,2.493e-10
"chr7",50861417,50861654,1.543e-11,10,1.173e-10,1.765e-07
"chr17",72931631,72931903,4.913e-10,10,5.145e-14,6.739e-11
"chr11",76381039,76381165,3.39e-06,6,7.348e-08,0.0002079
"chr6",30711425,30711644,1.817e-07,6,8.011e-12,1.304e-08
"chr7",94285269,94286669,2.885e-11,52,1.857e-26,4.73e-24
"chr7",27225221,27225543,1.215e-06,9,9.046e-14,1.002e-10
"chr16",84224563,84224901,1.533e-07,5,2.885e-13,3.044e-10
"chr15",26108641,26108817,2.06e-10,7,2.849e-16,6.748e-13
"chr3",50388468,50388670,5.414e-14,6,1.244e-22,2.196e-19
"chr6",33362894,33363179,1.879e-09,6,4.609e-14,5.765e-11
"chr6",30309482,30309653,2.758e-11,7,1.115e-14,2.315e-11
"chr11",94706674,94706874,1.672e-09,6,4.069e-14,7.265e-11
"chr5",140864548,140864733,1.336e-07,5,1.604e-14,3.103e-11
"chr2",201171254,201171347,6.942e-08,5,9.156e-10,3.511e-06
"chr7",93205125,93205295,5.6e-06,8,3.257e-10,6.832e-07
"chr6",33240147,33240388,7.525e-12,5,6.582e-16,9.857e-13
"chr11",27722616,27722774,9.527e-11,6,1.081e-15,2.506e-12
"chr8",122651485,122651575,2.655e-13,5,5.805e-16,2.199e-12
"chr6",43478454,43478530,7.034e-06,5,5.4e-08,0.0002534
"chr6",31129328,31129466,4.101e-08,5,1.213e-09,3.134e-06
"chr5",135364551,135364580,3.437e-13,5,6.843e-17,1.365e-12
"chr12",3862220,3862597,1.574e-11,11,9.046e-20,8.557e-17
"chr8",144635259,144635610,3.155e-13,9,3.921e-21,3.983e-18
"chr6",32063393,32063553,0.0001005,5,2.878e-07,0.0006413
"chr11",117187001,117187137,2.863e-12,5,1.659e-15,4.367e-12
"chr22",24384293,24384400,6.269e-07,6,2.466e-08,8.219e-05
"chr6",160389710,160389851,3.754e-08,7,5.233e-14,1.323e-10
"chr1",17846707,17846815,4.475e-05,5,2.161e-07,0.0007132
"chr8",91803656,91803805,1.677e-06,5,2.792e-12,6.681e-09
"chr6",31164913,31164952,7.815e-05,6,2.455e-06,0.0222
"chr6",33281767,33282016,1.339e-11,7,1.872e-19,2.681e-16
"chr2",201170789,201170828,3.548e-07,5,5.998e-10,5.485e-06
"chr1",116518909,116519214,9.367e-12,6,6.516e-16,7.788e-13
"chr12",106533839,106533903,7.835e-07,5,1.483e-09,8.262e-06
"chr12",6961044,6961209,3.16e-14,5,7.079e-18,1.53e-14
"chr3",147110228,147110378,1.619e-08,5,7.165e-12,1.703e-08
"chr13",27335081,27335204,2.925e-09,5,3.958e-11,1.147e-07
"chr6",30139420,30139594,2.672e-11,6,1.516e-13,3.108e-10
"chr6",29944979,29945155,6.515e-14,10,9.88e-16,2.024e-12
"chr2",239140168,239140369,1.463e-05,6,5.777e-11,1.025e-07
"chr6",32063834,32063901,9.84e-05,5,2.051e-06,0.01086
"chr6",32122735,32123034,1.619e-08,7,3.998e-14,4.767e-11
"chr1",161008541,161008826,9.28e-07,6,1.579e-13,1.975e-10
"chr1",179711858,179712204,4.059e-10,6,6.484e-15,6.637e-12
"chr2",7005727,7006004,4.743e-08,7,9.879e-15,1.272e-11
"chr5",1225294,1225397,2.126e-06,5,8.266e-09,2.862e-05
"chr4",74965067,74965278,1.539e-10,6,5.76e-15,9.757e-12
"chr17",42081855,42081955,4.675e-09,5,6.265e-11,2.234e-07
"chr2",73114255,73114426,2.264e-13,7,4.478e-18,9.338e-15
"chr6",28956225,28956426,1.554e-11,13,6.799e-14,1.205e-10
"chr6",88299741,88300029,1.988e-13,6,1.89e-20,2.34e-17
"chr1",42618938,42619163,3.327e-06,5,3.739e-11,5.927e-08
"chr15",63674107,63674276,5.249e-13,5,6.139e-15,1.288e-11
"chr11",2951242,2951353,5.346e-07,5,1.123e-08,3.607e-05
"chr21",38070523,38070671,2.961e-06,5,4.791e-11,1.154e-07
"chr6",30585022,30585191,7.346e-16,6,2.249e-20,4.746e-17
"chr17",49230755,49230881,8.66e-17,6,2.11e-19,5.972e-16
"chr17",72427537,72427693,2.491e-10,5,1.192e-13,2.726e-10
"chr6",32064145,32064258,3.786e-10,10,1.087e-11,3.432e-08
"chr6",151560926,151561236,5.714e-06,6,6.653e-11,7.653e-08
"chr3",10806046,10806288,8.289e-07,6,1.865e-10,2.748e-07
"chr6",30712330,30712499,6.038e-16,6,1.83e-18,3.861e-15
"chr6",32164502,32164588,4.01e-07,6,1.9e-09,7.88e-06
"chr15",49170065,49170244,7.8e-12,5,1.4e-17,2.79e-14
"chr19",44123911,44124298,9.169e-17,8,1.157e-23,1.067e-20
"chr19",8428849,8429166,1.162e-08,5,4.221e-18,4.748e-15
"chr22",42296818,42296941,2.594e-10,5,9.046e-12,2.622e-08
"chr12",121416500,121416612,1.336e-07,6,1.012e-09,3.223e-06
"chr6",32037289,32037426,1.02e-07,5,3.331e-12,8.671e-09
"chr1",179847084,179847162,8.55e-14,5,1.465e-16,5.076e-13
"chr3",53381804,53381977,9.848e-12,5,2.118e-17,4.367e-14
"chr5",170736179,170736277,9.996e-09,5,5.573e-11,2.028e-07
