"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr12",104697386,104697631,1.038e-08,8,2.768e-16,3.232e-13
"chr11",67007583,67007855,5.616e-21,8,6.957e-33,9.121e-30
"chr6",31548284,31548437,7.195e-11,5,3.284e-15,7.763e-12
"chr1",25292017,25292274,2.481e-08,7,3.241e-14,4.498e-11
"chr8",108510095,108510343,2.086e-09,5,9.277e-16,1.277e-12
"chr17",4510571,4510827,7.534e-20,5,1.685e-28,2.347e-25
"chr4",74965067,74965278,1.802e-21,6,1.953e-27,3.3e-24
"chr19",1438055,1438247,1.193e-23,6,7.605e-26,1.412e-22
"chr6",32063393,32064258,1.301e-18,28,6.329e-30,2.609e-27
"chr4",4860430,4860655,2.088e-15,8,4.663e-23,7.39e-20
"chr6",31164742,31164994,5.57e-13,10,1.498e-16,1.571e-13
"chr1",27709574,27709791,2.234e-08,6,1.225e-14,2.007e-11
"chr6",152958461,152958664,3.187e-16,7,4.435e-22,7.791e-19
"chr8",22735110,22735478,1.273e-12,5,1.191e-20,1.154e-17
"chr6",29520964,29521272,9.066e-17,9,8.464e-21,9.799e-18
"chr8",143859668,143859786,2.787e-07,5,1.19e-08,3.598e-05
"chr15",63674107,63674276,3.316e-24,5,4.243e-26,8.954e-23
"chr11",123986025,123986166,1.842e-29,8,4.541e-29,1.148e-25
"chr4",5021110,5021328,1.304e-13,7,1.399e-15,2.361e-12
"chr6",29594829,29595506,5.696e-14,13,1.266e-29,6.668e-27
"chr12",115134361,115134594,6.302e-08,5,1.048e-16,1.699e-13
"chr8",99306715,99306870,4.413e-18,5,4.248e-23,9.773e-20
"chr7",50861417,50862067,1.015e-26,17,1.068e-36,5.86e-34
"chr1",11795896,11795985,1.19e-09,6,3.721e-11,1.491e-07
"chr6",29944979,29945155,1.087e-28,10,3.782e-30,7.664e-27
"chr6",351115,351402,3.761e-20,5,1.485e-29,1.845e-26
"chr11",2951167,2951353,1.425e-15,7,3.674e-18,7.044e-15
"chr17",7323539,7323730,2.986e-26,5,3.095e-27,5.779e-24
"chr4",124317778,124317966,1.035e-23,7,1.935e-20,3.671e-17
"chr1",17846707,17846815,1.149e-15,5,9.809e-18,3.239e-14
"chr6",32134853,32135396,0,19,1.551e-66,1.019e-63
"chr20",57583262,57583474,1.132e-09,6,2.227e-14,3.754e-11
"chr10",73848763,73848915,1.237e-10,6,1.616e-14,3.803e-11
"chr6",30139420,30139641,1.027e-24,8,2.706e-20,4.367e-17
"chr3",53381804,53381977,1.865e-21,5,2.501e-28,5.156e-25
"chr6",10881890,10882240,6.84e-14,6,2.925e-23,2.98e-20
"chr17",65471302,65471507,2.251e-06,5,1.846e-11,3.211e-08
