"#chrom","start","end","min_p","n_probes","z_p","z_sidak_p"
"chr17",41924398,41924577,2.296e-25,8,2.092e-24,4.168e-21
"chr20",62198871,62199190,2.528e-18,5,1.606e-26,1.796e-23
"chr11",68920433,68920648,7.027e-19,5,1.408e-28,2.336e-25
"chr19",46142573,46142711,1.655e-20,5,3.378e-26,8.73e-23
"chr20",3065342,3065582,2.875e-17,7,1.235e-23,1.836e-20
"chr3",122296368,122296613,5.408e-30,6,1.178e-31,1.714e-28
"chr6",31938860,31939322,2.826e-29,13,3.368e-36,2.599e-33
"chr4",5021110,5021328,4.558e-17,7,5.757e-19,9.418e-16
"chr6",105628012,105628165,3.499e-13,5,7.139e-21,1.664e-17
"chr2",26624449,26624934,5.861e-21,10,5.527e-34,4.064e-31
"chr7",150019954,150020269,1.587e-10,9,2.101e-11,2.379e-08
"chr15",90727885,90728027,5.566e-13,5,4.877e-18,1.225e-14
"chr11",105892992,105893282,1.62e-24,7,1.245e-26,1.531e-23
"chr1",25292017,25292412,1.475e-09,8,8.954e-18,8.083e-15
"chr20",36148603,36149455,1.048e-14,32,1.46e-21,6.112e-19
"chr6",32064145,32064218,2.118e-05,7,2.98e-06,0.01445
"chr20",44600908,44600978,1.97e-33,6,5.193e-37,2.646e-33
"chr6",143998868,143999105,3.339e-23,7,5.302e-33,7.977e-30
"chr11",705691,706070,3.631e-13,5,4.083e-25,3.842e-22
"chr20",1471883,1472419,1.333e-11,6,1.08e-21,7.183e-19
"chr6",31126837,31127379,5.415e-13,14,4.544e-30,2.99e-27
"chr10",531097,531584,1.686e-08,7,2.479e-18,1.815e-15
"chr12",12848976,12849138,1.103e-17,5,1.065e-22,2.343e-19
"chr14",96670861,96671169,1.593e-23,8,7.427e-34,8.599e-31
"chr2",183943387,183943551,1.401e-21,5,7.059e-27,1.535e-23
"chr13",111267666,111267979,4.417e-24,8,1.418e-31,1.615e-28
"chr22",30476088,30476525,4.499e-14,11,6.536e-20,5.333e-17
"chr8",110374562,110374866,2.426e-15,6,1.834e-28,2.152e-25
"chr12",108908719,108908922,7.292e-21,6,5.837e-24,1.025e-20
"chr6",29796014,29796086,1.229e-21,5,1.734e-24,8.589e-21
"chr1",42618890,42619163,4.064e-28,6,4.291e-30,5.605e-27
"chr1",75198402,75199117,1.1e-12,10,1.095e-29,5.463e-27
"chr4",77356174,77356507,1.61e-16,5,6.319e-22,6.767e-19
"chr12",100750651,100750899,4.928e-16,6,1.569e-20,2.256e-17
"chr17",9729234,9729424,2.248e-17,8,1.018e-21,1.911e-18
"chr6",32134853,32135396,0,19,3.293e-72,2.162e-69
"chr17",73642403,73642773,4.699e-15,7,3.408e-24,3.285e-21
"chr11",130184746,130184822,4.129e-27,7,1.139e-29,5.346e-26
"chr10",22634037,22634226,9.02e-25,7,1.006e-25,1.898e-22
"chr7",45961345,45961569,6.245e-29,9,1.483e-25,2.36e-22
"chr3",49044373,49044551,1.362e-19,6,2.068e-26,4.143e-23
"chr6",33170691,33170838,1.467e-38,6,1.769e-35,4.291e-32
"chr12",27396705,27396983,3.465e-14,5,2.717e-17,3.485e-14
"chr1",161008296,161008826,4.541e-17,8,1.286e-31,8.656e-29
"chr3",52312571,52312684,2.5e-18,5,1.016e-22,3.206e-19
"chr3",195943344,195943713,2.493e-15,6,2.6e-27,2.512e-24
"chr11",10562836,10563039,1.645e-21,6,6.295e-27,1.106e-23
"chr6",134210137,134210307,2.29e-12,7,3.839e-19,8.054e-16
"chr6",31671158,31671271,1.168e-17,5,7.027e-23,2.218e-19
"chr6",28129312,28129616,2.966e-17,8,1.656e-19,1.943e-16
"chr5",140624868,140625130,4.235e-15,7,6.799e-18,9.253e-15
"chr19",57352013,57352269,7.226e-30,9,7.695e-33,1.072e-29
"chr2",98329810,98330087,3.74e-12,5,2.643e-23,3.402e-20
"chr15",89312968,89313222,4.046e-20,5,3.029e-26,4.252e-23
"chr4",186732925,186733060,3.092e-11,6,9.018e-17,2.933e-13
"chr19",38794553,38794845,2.687e-13,6,4.328e-18,5.286e-15
"chr10",93393027,93393509,1.37e-18,7,6.694e-31,4.952e-28
"chr8",42234613,42234975,2.041e-14,6,3.691e-20,3.636e-17
"chr6",10722914,10723095,1.87e-20,5,5.514e-26,1.086e-22
"chr3",111804829,111805005,3.436e-16,5,5.681e-24,1.151e-20
"chr7",73867796,73867927,8.84e-20,5,4.201e-26,1.144e-22
"chr16",90113892,90114200,1.258e-12,5,3.52e-20,4.075e-17
"chr10",695843,695900,2.921e-11,5,1.423e-13,8.904e-10
"chr19",8428849,8429166,3.174e-17,5,4.173e-32,4.694e-29
"chr4",104641032,104641319,3.076e-15,6,8.489e-25,1.055e-21
"chr11",2019435,2020560,1.254e-36,36,1.566e-57,4.964e-55
"chr3",57742982,57743171,2.949e-23,5,2.658e-26,5.015e-23
